ข้อคำถาม,5,5(%),4,4(%),3,3(%),2,2(%),1,1(%),0,0(%),x_bar,SD,topic,degree,semester,subject,section,นักศึกษาที่จดทะเบียน,นักศึกษาที่ประเมิน,url,year,sem,n,class,situation
ผู้สอนมีการเตรียมการสอนมาอย่างดี สอนอย่างมีขั้นตอนและต่อเนื่อง ตามเค้าโครงการสอนหรือเนื้อหาวิชาที่รับผิดชอบภายใต้ข้อจำกัดในการเรียนการสอนออนไลน์,50,23.92,66,31.58,41,19.62,28,13.4,18,8.61,6,2.87,3.5,1.25,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการปกติ,2/2562,RMW014,556574,511,210 (41.10%),https://sgulyano.github.io/eval/24674969.html,2562,2,210,2/2562|RMW014|556574,covid
ผู้สอนอธิบายชัดเจน ตรงประเด็น มีการยกตัวอย่างประกอบให้เข้าใจง่าย และมีการใช้สื่อการสอนที่สามารถเชื่อมโยงกับเนื้อหาที่สอนให้ผู้เรียนเกิดการเรียนรู้ได้ดีขึ้น,33,15.79,51,24.4,58,27.75,31,14.83,22,10.53,14,6.7,3.22,1.23,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการปกติ,2/2562,RMW014,556574,511,210 (41.10%),https://sgulyano.github.io/eval/24674969.html,2562,2,210,2/2562|RMW014|556574,covid
ผู้สอนกระตุ้นและส่งเสริมให้นักศึกษาซักถาม คิด วิเคราะห์ วิจารณ์ แสดงความคิดเห็น และส่งเสริมการค้นคว้าด้วยตนเอง พร้อมแนะนำแหล่งความรู้เพิ่มเติม,40,19.14,61,29.19,49,23.44,31,14.83,17,8.13,11,5.26,3.38,1.22,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการปกติ,2/2562,RMW014,556574,511,210 (41.10%),https://sgulyano.github.io/eval/24674969.html,2562,2,210,2/2562|RMW014|556574,covid
ผู้สอนส่งเสริมให้นักศึกษามีคุณธรรม จริยธรรม และปลูกฝังจิตสํานึกให้นักศึกษานําไปประพฤติและปฏิบัติได้อย่างเหมาะสม,52,24.88,57,27.27,59,28.23,16,7.66,15,7.18,10,4.78,3.58,1.18,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการปกติ,2/2562,RMW014,556574,511,210 (41.10%),https://sgulyano.github.io/eval/24674969.html,2562,2,210,2/2562|RMW014|556574,covid
"ผู้สอนมีการกำหนดวัตถุประสงค์, หัวข้อการสอน, และมีเอกสารอ่านประกอบ",12,85.71,2,14.29,0,0,0,0,0,0,0,0,4.86,0.36,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2564,NYE553,231863,46,15 (32.61%),https://sgulyano.github.io/eval/26742703.html,2564,1,15,1/2564|NYE553|231863,covid
ผู้สอนมีการสอน ตามสภาพจริง เหมาะสมภายใต้ข้อจำกัดในสถานการณ์ COVID-19 และสอดคล้องกับมาตรฐานการเรียนรู้ / ตัวชี้วัด,11,78.57,3,21.43,0,0,0,0,0,0,0,0,4.79,0.43,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2564,NYE553,231863,46,15 (32.61%),https://sgulyano.github.io/eval/26742703.html,2564,1,15,1/2564|NYE553|231863,covid
ผู้สอนมีการประเมินผล ตามสภาพจริง เหมาะสมภายใต้ข้อจำกัดในสถานการณ์ COVID-19 และสอดคล้องกับมาตรฐานการเรียนรู้ / ตัวชี้วัด,10,71.43,4,28.57,0,0,0,0,0,0,0,0,4.71,0.47,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2564,NYE553,231863,46,15 (32.61%),https://sgulyano.github.io/eval/26742703.html,2564,1,15,1/2564|NYE553|231863,covid
ผู้สอนสร้างช่องทางการติดต่อกับผู้เรียน ในการปรึกษาข้อสงสัยในหัวข้อที่เรียน ทำให้การเรียนเป็นไปตามวัตถุประสงค์,11,78.57,3,21.43,0,0,0,0,0,0,0,0,4.79,0.43,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2564,NYE553,231863,46,15 (32.61%),https://sgulyano.github.io/eval/26742703.html,2564,1,15,1/2564|NYE553|231863,covid
ผู้สอนมีการเตรียมการสอนมาอย่างดี สอนอย่างมีขั้นตอนและต่อเนื่อง ตามเค้าโครงการสอนหรือเนื้อหาวิชาที่รับผิดชอบภายใต้ข้อจำกัดในการเรียนการสอนออนไลน์,13,92.86,1,7.14,0,0,0,0,0,0,0,0,4.93,0.27,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2564,NYE553,231863,46,15 (32.61%),https://sgulyano.github.io/eval/26742703.html,2564,1,15,1/2564|NYE553|231863,covid
ผู้สอนอธิบายชัดเจน ตรงประเด็น มีการยกตัวอย่างประกอบให้เข้าใจง่าย และมีการใช้สื่อการสอนที่สามารถเชื่อมโยงกับเนื้อหาที่สอนให้ผู้เรียนเกิดการเรียนรู้ได้ดีขึ้น,10,71.43,4,28.57,0,0,0,0,0,0,0,0,4.71,0.47,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2564,NYE553,231863,46,15 (32.61%),https://sgulyano.github.io/eval/26742703.html,2564,1,15,1/2564|NYE553|231863,covid
ผู้สอนกระตุ้นและส่งเสริมให้นักศึกษาซักถาม คิด วิเคราะห์ วิจารณ์ แสดงความคิดเห็น และส่งเสริมการค้นคว้าด้วยตนเอง พร้อมแนะนำแหล่งความรู้เพิ่มเติม,10,71.43,4,28.57,0,0,0,0,0,0,0,0,4.71,0.47,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2564,NYE553,231863,46,15 (32.61%),https://sgulyano.github.io/eval/26742703.html,2564,1,15,1/2564|NYE553|231863,covid
ผู้สอนส่งเสริมให้นักศึกษามีคุณธรรม จริยธรรม และปลูกฝังจิตสํานึกให้นักศึกษานําไปประพฤติและปฏิบัติได้อย่างเหมาะสม,12,85.71,1,7.14,0,0,1,7.14,0,0,0,0,4.71,0.83,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2564,NYE553,231863,46,15 (32.61%),https://sgulyano.github.io/eval/26742703.html,2564,1,15,1/2564|NYE553|231863,covid
สอนอย่างเป็นระบบ,41,43.62,33,35.11,14,14.89,5,5.32,1,1.06,0,0,4.15,0.94,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการปกติ,1/2562,RMW014,556574,501,94 (18.76%),https://sgulyano.github.io/eval/33472214.html,2562,1,94,1/2562|RMW014|556574,normal
สอนให้คิด วิเคราะห์ วิจารณ์,30,31.91,35,37.23,22,23.4,6,6.38,1,1.06,0,0,3.93,0.95,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการปกติ,1/2562,RMW014,556574,501,94 (18.76%),https://sgulyano.github.io/eval/33472214.html,2562,1,94,1/2562|RMW014|556574,normal
กระตุ้นบรรยากาศการเรียนการสอน  มีวิธีสอนที่น่าสนใจและน่าติดตาม,29,30.85,26,27.66,22,23.4,11,11.7,5,5.32,1,1.06,3.68,1.19,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการปกติ,1/2562,RMW014,556574,501,94 (18.76%),https://sgulyano.github.io/eval/33472214.html,2562,1,94,1/2562|RMW014|556574,normal
เปิดโอกาสให้แสดงความคิดเห็นและแลกเปลี่ยนประสบการณ์ ทั้งภายในและภายนอกห้องเรียน,34,36.17,31,32.98,20,21.28,8,8.51,1,1.06,0,0,3.95,1.01,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการปกติ,1/2562,RMW014,556574,501,94 (18.76%),https://sgulyano.github.io/eval/33472214.html,2562,1,94,1/2562|RMW014|556574,normal
มีการให้นำเสนองาน/มีการวัดผลโดยวิธีอื่นๆที่สะท้อนความสามารถของผู้เรียนนอกเหนือจากการตอบข้อสอบ,41,43.62,35,37.23,13,13.83,4,4.26,1,1.06,0,0,4.18,0.90,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการปกติ,1/2562,RMW014,556574,501,94 (18.76%),https://sgulyano.github.io/eval/33472214.html,2562,1,94,1/2562|RMW014|556574,normal
ทำให้เห็นความสัมพันธ์กับวิชาอื่นที่เกี่ยวข้อง,29,30.85,34,36.17,18,19.15,8,8.51,5,5.32,0,0,3.79,1.13,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการปกติ,1/2562,RMW014,556574,501,94 (18.76%),https://sgulyano.github.io/eval/33472214.html,2562,1,94,1/2562|RMW014|556574,normal
ใช้สื่อและอุปกรณ์ช่วยสอนได้ดี,49,52.13,31,32.98,10,10.64,3,3.19,0,0,1,1.06,4.35,0.80,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการปกติ,1/2562,RMW014,556574,501,94 (18.76%),https://sgulyano.github.io/eval/33472214.html,2562,1,94,1/2562|RMW014|556574,normal
